5.135.17.28 - - [13/Mar/2016:09:03:30 +0000] "GET /xmlrpc.php HTTP/1.1" 401 203 "-" "-"
105.224.170.122 - christo [14/Mar/2016:13:11:48 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16610 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:12:22 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:12:24 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16610 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:12:59 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:13:04 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16640 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:13:40 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:13:42 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16668 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:14:30 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:14:33 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 16669 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:15:11 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
192.30.252.42 - - [14/Mar/2016:13:15:19 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
192.30.252.40 - - [14/Mar/2016:13:15:19 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
105.224.170.122 - christo [14/Mar/2016:13:15:52 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 18368 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
192.30.252.46 - - [14/Mar/2016:13:16:03 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
192.30.252.41 - - [14/Mar/2016:13:16:08 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
192.30.252.45 - - [14/Mar/2016:13:16:08 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
192.30.252.41 - - [14/Mar/2016:13:16:12 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
192.30.252.41 - - [14/Mar/2016:13:16:12 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
192.30.252.42 - - [14/Mar/2016:13:16:24 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
105.224.170.122 - christo [14/Mar/2016:13:16:27 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
192.30.252.45 - - [14/Mar/2016:13:16:30 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
192.30.252.40 - - [14/Mar/2016:13:16:30 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
105.224.170.122 - christo [14/Mar/2016:13:16:31 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 18849 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:17:07 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:17:10 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19168 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:17:44 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:17:52 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19194 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:18:29 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:18:33 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19193 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:19:07 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:19:09 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19214 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:19:50 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:19:55 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19243 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:20:29 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:20:34 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19243 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:21:13 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:21:23 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19270 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:22:00 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:22:04 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19295 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:22:39 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:22:43 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19320 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:23:20 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:23:23 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19321 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:23:57 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:24:01 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19346 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:24:36 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:24:40 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19369 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:25:17 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:25:21 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19368 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:25:55 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:26:00 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19392 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:26:34 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:26:38 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19416 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:27:12 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:27:15 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19417 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:27:48 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:27:52 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19444 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:28:39 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:28:42 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19469 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:29:15 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:29:18 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19468 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:29:53 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:29:55 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19491 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:30:27 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:30:29 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19491 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:31:19 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:31:21 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19519 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:31:59 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:32:01 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 19544 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:32:10 +0000] "GET /elasticsearch/logstash-*/_mapping/field/*?_=1457962332381&ignore_unavailable=false&allow_no_indices=false&include_defaults=true HTTP/1.1" 200 6748 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:20 +0000] "GET /app/sense HTTP/1.1" 200 12595 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:21 +0000] "GET /plugins/sense/bonsai.png HTTP/1.1" 200 26218 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:21 +0000] "GET /bundles/sense.style.css?v=9732 HTTP/1.1" 200 1523 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:21 +0000] "GET /bundles/commons.style.css?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:22 +0000] "GET /bundles/commons.bundle.js?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:29 +0000] "GET /bundles/sense.bundle.js?v=9732 HTTP/1.1" 200 246613 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:38 +0000] "GET /bundles/node_modules/font-awesome/fonts/fontawesome-webfont.woff2 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:38 +0000] "GET /bundles/fbe046f38bf68f1469110319dee9bbfd.js HTTP/1.1" 200 9701 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:38 +0000] "GET /api/sense/proxy?uri=http%3A%2F%2Flocalhost%3A9200%2F&_=1457962480368 HTTP/1.1" 502 122 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:39 +0000] "GET /bundles/a573941f02f4331f81046356ebb667eb.swf?noCache=1457962480822 HTTP/1.1" 200 6580 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:39 +0000] "GET /plugins/sense/icon.png HTTP/1.1" 200 20989 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:13:34:39 +0000] "GET /bundles/fbe046f38bf68f1469110319dee9bbfd.js HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/sense" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
